bill_id,state,identifier,title,score_numeric,advanced,derived_status,first_action_date,latest_passage_date,latest_action_date
ocd-bill/a2ed69e5-a052-4553-83f7-a3922a9bcd90,Georgia,HB 1012,Local government; construction or development of new data centers for a specified time; prohibit,1.0,0,introduced,2026-01-16 00:00:00+00:00,,2026-01-28 00:00:00+00:00
ocd-bill/f1f3464c-84fd-45be-b454-e0658f67a3b9,Georgia,SB 421,"""The Data Center Transparency Act""; enact",4.0,0,active_in_committee_or_chamber,2026-01-22 00:00:00+00:00,,2026-01-27 00:00:00+00:00
ocd-bill/1915d2ce-9414-494a-bd62-075ca0a4f75f,Georgia,HB 1059,Data Center Impact Assessment and Development Moratorium Act of 2026; enact,1.0,0,introduced,2026-01-28 00:00:00+00:00,,2026-02-02 00:00:00+00:00
ocd-bill/5d325a49-e343-4449-ab00-cf8ee15866c6,Georgia,HB 1063,Electric utilities; protect residential and retail electricity customers from costs associated with data center construction and operation; require,4.0,1,withdrawn,2026-01-28 00:00:00+00:00,2026-02-17 00:00:00+00:00,2026-02-18 00:00:00+00:00
ocd-bill/7584a38f-1bdf-4a17-bc9c-0cf668214965,Georgia,SB 436,"Counties, Municipal Corporations; local governments and political subdivisions from entering into nondisclosure agreements regarding electricity usage or water usage of any entity; prohibit",4.0,0,active_in_committee_or_chamber,2026-01-28 00:00:00+00:00,,2026-01-29 00:00:00+00:00
ocd-bill/09f36304-afb8-42f9-82e3-af888cd009e8,Georgia,SB 476,"""Income Tax Reduction Act of 2026""; enact",3.0,1,passed_chamber_or_legislature,2026-02-06 00:00:00+00:00,2026-02-12 00:00:00+00:00,2026-02-18 00:00:00+00:00
ocd-bill/d90df44e-8a58-40ef-a81d-f50a6f3cbf0b,Georgia,HB 1323,Electrical service; require new data centers to operate as hybrid power data centers,2.0,0,introduced,2026-02-17 00:00:00+00:00,,2026-02-19 00:00:00+00:00
ocd-bill/5fa7bcc4-8793-4751-a174-86f5bd874c15,Georgia,SB 530,Georgia Property Tax Fairness Fund; create,3.0,0,active_in_committee_or_chamber,2026-02-18 00:00:00+00:00,,2026-02-19 00:00:00+00:00
ocd-bill/936f2bc0-7156-4509-80ad-9959c022bba7,Georgia,SR 811,Georgia Property Tax Fairness Fund; General Assembly shall be authorized to provide by law to expend or authorize the expenditure of public funds; provide -CA,4.0,0,active_in_committee_or_chamber,2026-02-18 00:00:00+00:00,,2026-02-19 00:00:00+00:00
ocd-bill/9b76ffb5-275d-456f-b376-7ac90f8b533d,Georgia,HB 1387,Ad valorem tax; state-wide homestead exemption in an amount as determined from proceeds generated from collection of certain ad valorem property taxes on data centers,4.0,0,introduced,2026-02-19 00:00:00+00:00,,2026-02-24 00:00:00+00:00
ocd-bill/2d7a4588-7e40-490c-bba8-fef8bdeaf9dc,Georgia,HB 1468,Georgia Property Tax Fairness Fund; create,4.0,0,introduced,2026-02-25 00:00:00+00:00,,2026-03-03 00:00:00+00:00
ocd-bill/a8a638ab-e0f5-4c8e-b212-49e86fec9cea,Georgia,HR 1503,General Assembly; expend or authorize expenditure of public funds for Georgia Property Tax Fairness Fund; provide by law - CA,5.0,0,introduced,2026-02-25 00:00:00+00:00,,2026-03-03 00:00:00+00:00
ocd-bill/ddc52e28-cf8e-40de-a243-a14ab21f0ff3,New York,A 51,Establishes the New York state clean energy tech production program,6.0,0,active_in_committee_or_chamber,2023-01-04 00:00:00+00:00,,2024-01-03 00:00:00+00:00
ocd-bill/755a20b2-aebf-4472-8b74-0d8fe150e73e,New York,S 458,Relates to defining community significant projects and including such projects in the excelsior jobs program,8.0,0,active_in_committee_or_chamber,2023-01-04 00:00:00+00:00,,2024-01-03 00:00:00+00:00
ocd-bill/c6aa4009-06de-4920-bfa2-5ab3d1163aba,New York,A 1052,Provides for the development and creation of distributed ledger technology and business entities that develop such technology,7.0,0,active_in_committee_or_chamber,2023-01-13 00:00:00+00:00,,2024-01-03 00:00:00+00:00
ocd-bill/af5f4e68-607b-4e1a-9b3a-172a01dca52d,New York,A 1361,Relates to defining community significant projects and including such projects in the excelsior jobs program,7.0,0,active_in_committee_or_chamber,2023-01-17 00:00:00+00:00,,2024-01-10 00:00:00+00:00
ocd-bill/8229f7bd-c083-465c-a483-0a6bc382e87e,New York,S 2026,Expands the excelsior jobs program and certain incentives for medical equipment projects within such program,7.0,0,active_in_committee_or_chamber,2023-01-18 00:00:00+00:00,,2024-05-06 00:00:00+00:00
ocd-bill/decdca9a-b396-4a42-a2da-7a5fcc781373,New York,A 2398,Relates to developing microgrids in preparation for extreme weather events and other risks to public security,7.0,0,active_in_committee_or_chamber,2023-01-26 00:00:00+00:00,,2024-02-09 00:00:00+00:00
ocd-bill/6b7a5a66-051e-453a-bd49-83c3c70cec5c,New York,S 3188,Relates to establishing the energy performance benchmarking program,5.0,0,active_in_committee_or_chamber,2023-01-30 00:00:00+00:00,,2024-01-03 00:00:00+00:00
ocd-bill/ff62bffc-d07e-45c1-9aba-4f494f4af529,New York,A 3504,Establishes a clean and resilient energy program,8.0,0,active_in_committee_or_chamber,2023-02-03 00:00:00+00:00,,2024-01-03 00:00:00+00:00
ocd-bill/ab432cb4-31df-4def-85ba-3099b56b3f6c,New York,S 4579,Relates to developing microgrids in preparation for extreme weather events and other risks to public security,8.0,1,active_in_committee_or_chamber,2023-02-10 00:00:00+00:00,,2024-06-07 00:00:00+00:00
