source_query,post_owner.id,owner_name,qualifying_rows,unique_post_ids,unique_normalized_texts,repeated_id_rows,repeated_text_rows
datacenter,1328807615643832,Stephanie Cannon (Wayne),4,4,4,0,0
datacenter,1328677792253539,Carly Moffa,2,2,2,0,0
datacenter,1328581447854455,Sybrid Pvt Ltd - A Lakson Group Company,1,1,1,0,0
datacenter,1328032922057593,Diane Weedling,1,1,1,0,0
datacenter,1250541630376305,Creamyposh,1,1,1,0,0
datacenter,1250804153648566,PayMore Massapequa Electronic Buyers,1,1,1,0,0
datacenter,1251086276263441,CRSPL Technologies Private Limited,1,1,1,0,0
datacenter,1326779928932147,"Landmark Construction Company, Inc.",1,1,1,0,0
datacenter,1326621878500893,Prabhudas Mandadhi,1,1,1,0,0
datacenter,1326541478877951,Winnie Winburry,1,1,1,0,0
datacenter,1326364112222292,Gregory Meriweather,1,1,1,0,0
datacenter,1326341781978886,Bernadette Schaepdryver,2,2,2,0,0
datacenter,1251192186335765,The Hood Trucker,1,1,1,0,0
datacenter,1325853435449230,Brendon Green,1,1,1,0,0
datacenter,1325166659056784,Zachary Dowell,1,1,1,0,0
datacenter,1329779438374586,Securis,2,2,2,0,0
datacenter,1330341258759128,ITexperts,7,7,7,0,0
datacenter,1330537941719861,Bariq Rifki,1,1,1,0,0
datacenter,1249272127004438,Teacher in NJ,9,9,9,0,0
datacenter,1334293688070601,The Business Rule,3,3,3,0,0
datacenter,1246105593245333,Orlando Business Journal,1,1,1,0,0
datacenter,1247302710818706,Modern InfoSite,3,3,3,0,0
datacenter,1247896347091577,Sheena Waldron,1,1,1,0,0
datacenter,1248448206464740,Fearless Fitness Club,3,3,3,0,0
datacenter,1248688223383287,AmazeShare,1,1,1,0,0
datacenter,1333763615048593,Ash Kat,1,1,1,0,0
datacenter,1330804904738413,Knight Frank India,1,1,1,0,0
datacenter,1333658658014661,Oplas Perspectives,2,2,2,0,0
datacenter,1333123788859539,Marc T. May,1,1,1,0,0
datacenter,1249774040308188,Kenny Aceves,2,2,2,0,0
datacenter,1249953870165856,ABB,1,1,1,0,0
datacenter,1331009035350226,Future Tech Finds,1,1,1,0,0
datacenter,1330870327878990,The National Real Estate Post,8,8,8,0,0
datacenter,1342964410804736,Soburr AF,1,1,1,0,0
datacenter,1343380053030952,Bloomberg,4,4,4,0,0
datacenter,1343834220283684,Turner Construction Company,1,1,1,0,0
datacenter,1344300366258887,Gator Nate,1,1,1,0,0
datacenter,1355812075115789,Amber Autry,1,1,1,0,0
datacenter,1355067209660379,Rick Jacobsen,1,1,1,0,0
datacenter,1354829015234883,Muscat Daily,1,1,1,0,0
datacenter,1354261056033257,Wendy Weir Donald,2,2,2,0,0
datacenter,1354044786444574,Orviwo ,4,4,4,0,0
datacenter,1353566286162650,Linton News,1,1,1,0,0
datacenter,1231448325784004,Hala Q Technology,1,1,1,0,0
datacenter,1232271945004976,Michelle Arellano,4,4,4,0,0
datacenter,1233532334278194,Fluke South East Asia,10,10,10,0,0
datacenter,1353261425271612,Forward Observer,1,1,1,0,0
datacenter,1353067803488704,The Knowledge Academy,2,2,2,0,0
datacenter,1352814639307702,John Carroll,1,1,1,0,0
datacenter,1352422468772610,Realty+,17,17,17,0,0
datacenter,1352135869822508,Politically Skipper,7,7,7,0,0
datacenter,1233626577919581,रोचक जानकारी,1,1,1,0,0
datacenter,1355865632713897,Online Computers,1,1,1,0,0
datacenter,1355981212717691,Democrat Alert Daily,1,1,1,0,0
datacenter,1231146722173216,Engineering Knowledge Skills,2,2,2,0,0
datacenter,1358044272507383,Carlton County Fire News,1,1,1,0,0
datacenter,1228736346011127,Thefrekiwolf,1,1,1,0,0
datacenter,1359606862371569,Frederick Yap,1,1,1,0,0
datacenter,1359462891359566,Careers Insider,1,1,1,0,0
datacenter,1230062804938713,MSI Gaming,1,1,1,0,0
datacenter,1230253805386294,In the World of Science & Technology,2,2,2,0,0
datacenter,1358189332330830,4 Bird Media,1,1,1,0,0
datacenter,1357306616260207,Myth Busted,1,1,1,0,0
datacenter,1356282178927399,Arco Aguas,1,1,1,0,0
datacenter,1356667391768405,Markets4you,5,5,5,0,0
datacenter,1356611455021351,Moawin.pk,2,2,2,0,0
datacenter,1230824165153041,The Fact Byte,1,1,1,0,0
datacenter,1230942721708393,Neha Gupta,1,1,1,0,0
datacenter,1356571631722914,Neal Jackson for NC House,1,1,1,0,0
datacenter,1356568141611937,Observer Research Foundation,1,1,1,0,0
datacenter,1351803815538733,TeslaNova,1,1,1,0,0
datacenter,1351087862249990,Swellendam Municipality - SWEMun,1,1,1,0,0
datacenter,1350871459885664,Prolink,3,3,3,0,0
datacenter,1346309656769172,Pilar Pedraza,1,1,1,0,0
datacenter,1346912052683775,Duncan Nagle,2,2,2,0,0
datacenter,1238833773957051,Uprise Pakistan,1,1,1,0,0
datacenter,1346751342690402,सच्चे देशभक्त,1,1,1,0,0
datacenter,1239149157051570,Patent Yogi,1,1,1,0,0
datacenter,1346634486786036,BitDigest News,2,2,2,0,0
datacenter,1346622240548258,utkarshhh.ai,1,1,1,0,0
datacenter,1346156100342122,Muhammadanlove,1,1,1,0,0
datacenter,1346946196647231,Asa Santiago,1,1,1,0,0
datacenter,1345912919680935,KSL NewsRadio,1,1,1,0,0
datacenter,1239775067342121,NTT DATA Middle East and Africa,1,1,1,0,0
datacenter,1345720946980607,Dawa Industrial Zone,1,1,1,0,0
datacenter,1345325504205878,Sharmajitalks2.0,1,1,1,0,0
datacenter,1344770003537747,ILonggong Hilaw,1,1,1,0,0
datacenter,1344368866756103,Tommy Robert Belcher,1,1,1,0,0
datacenter,1238668923829903,Epic Warz,1,1,1,0,0
datacenter,1347025596694840,Paraluman News,2,2,2,0,0
datacenter,1350857006206496,Ben Brown,1,1,1,0,0
datacenter,1350056683170325,Moamen Hany,1,1,1,0,0
datacenter,1234221665190520,Sayed Mohamed Abo Hafsa,1,1,1,0,0
datacenter,1350619450554799,FiberX,3,3,3,0,0
datacenter,1235352298011151,East New Britain Province e-Notice Board,1,1,1,0,0
datacenter,1350474452269802,Embassy of Japan in Canada,1,1,1,0,0
datacenter,1350357853462705,Moe Angelo,1,1,1,0,0
datacenter,1350163590510447,IUX24,1,1,1,0,0
datacenter,1236116198639644,Shopping PC Thailand,1,1,1,0,0
datacenter,1347437586689770,TG AP Realty,2,2,2,0,0
datacenter,1350006140197361,eighty83three,1,1,1,0,0
datacenter,1349891553247992,Axentec PLC,7,7,7,0,0
datacenter,1348347389149413,Market to Market,1,1,1,0,0
datacenter,1348174446840508,Prajapati Hacks,1,1,1,0,0
datacenter,1237577375082813,Kamalnurfa Property,2,2,2,0,0
datacenter,1347462436960947,Trick Welding ,1,1,1,0,0
datacenter,1251209259379063,Pace Jordan Morby,1,1,1,0,0
datacenter,1252292735976346,Hallie Shoffner,1,1,1,0,0
datacenter,1427921741188900,SochoToo,1,1,1,0,0
datacenter,1291375678943885,Chris Kuna Drive,1,1,1,0,0
datacenter,1296966992100818,Brandy Badger,7,7,7,0,0
datacenter,1296632184349109,"WGAL News Channel 8 Susquehanna Valley, Pa.",2,2,2,0,0
datacenter,1296186318503832,Jack Maclean,7,7,7,0,0
datacenter,1267792738415556,Visibility Brigade ,2,2,2,0,0
datacenter,1295864851092266,Scoopearth,9,9,9,0,0
datacenter,1295754711454352,Seven Star FX Ltd.,1,1,1,0,0
datacenter,1268696957153855,Drillage Time,1,1,1,0,0
datacenter,1269305191695360,Mohammad Zailan Haji Siwan,1,1,1,0,0
datacenter,1269878260677042,Lets learn something,2,2,2,0,0
datacenter,1294320335721709,Ali Younas,1,1,1,0,0
datacenter,1269912653684735,WBAY TV-2,1,1,1,0,0
datacenter,1273958263986548,Leebotracks,3,3,3,0,0
datacenter,1292705045392611,Sarah Catherine Panzinetti,3,3,3,0,0
datacenter,1292328181417702,CNN This Morning,1,1,1,0,0
datacenter,1275578780249000,Tara Gail Blanton,1,1,1,0,0
datacenter,1297104261983125,Legends Universe,1,1,1,0,0
datacenter,1297184262074810,Rahul Sharma Sharma,1,1,1,0,0
datacenter,1297311461995590,Yashvara Music,1,1,1,0,0
datacenter,1298454527779935,Tread Magazine,1,1,1,0,0
datacenter,1302650897994123,Chandrababu The Divine Of AP,1,1,1,0,0
datacenter,1301167918617154,Lookslikeit,1,1,1,0,0
datacenter,1265404157869673,Maitra Wealth,1,1,1,0,0
datacenter,1300642840996215,Kela Holifield,3,3,3,0,0
datacenter,1300183077994102,Lubi Electronics,1,1,1,0,0
datacenter,1299711554061955,MalaysiaNow,1,1,1,0,0
datacenter,1265681885618909,Paraluman Business,1,1,1,0,0
datacenter,1297339448026664,Viral Fun 2.0,3,3,3,0,0
datacenter,1298058882214193,Monica Germany,1,1,1,0,0
datacenter,1267170317795258,Jeremiah Lao,1,1,1,0,0
datacenter,1297803812026471,Ready Server Pte Ltd,1,1,1,0,0
datacenter,1297750998647934,24 Ghanta Nepal,6,6,6,0,0
datacenter,1267215987325159,NBC10 Philadelphia,1,1,1,0,0
datacenter,1267234371367830,NUKTA NAZAR,2,2,2,0,0
datacenter,1291377518544108,404 Media,12,12,12,0,0
datacenter,1290576488928211,Barb Wire,1,1,1,0,0
datacenter,1324345368914240,Lokesh Rana,1,1,1,0,0
datacenter,1290538652263878,Jens Patteeuw,4,4,4,0,0
datacenter,1284996999869028,Nikita Saini,4,4,4,0,0
datacenter,1284900926383303,Unwaste The Planet,16,16,16,0,0
datacenter,1278400913314928,Jay Wells,1,1,1,0,0
datacenter,1283639603428177,TIIFT Odisha ,1,1,1,0,0
datacenter,1283300050043094,Alvaro Niño,1,1,1,0,0
datacenter,1282893577221700,Helm News,2,2,2,0,0
datacenter,1282546176492734,Jesstok DadJeans,3,3,3,0,0
datacenter,1281637996505677,Jamar James,2,2,2,0,0
datacenter,1281455436273517,The Filipino Correspondent Network TFCN,1,1,1,0,0
datacenter,1278647483109814,The Anti-Trump,1,1,1,0,0
datacenter,1278746520752398,Eli Rivera,1,1,1,0,0
datacenter,1281266869811293,JE Dunn Construction,1,1,1,0,0
datacenter,1280707183656647,TV Abraham,1,1,1,0,0
datacenter,1280605519576768,Restoration Candle Company,1,1,1,0,0
datacenter,1279007617209454,Trade with Confirmation,1,1,1,0,0
datacenter,1285676559921126,Super Neat Technology Pvt Ltd.,1,1,1,0,0
datacenter,1286779792033029,NewsNation,1,1,1,0,0
datacenter,1286885552560279,Aadhunik AI,1,1,1,0,0
datacenter,1288705989621296,S Rebel Franks,1,1,1,0,0
datacenter,1290500588270246,BusinessWorld,1,1,1,0,0
datacenter,1275951466716407,Public Voice,1,1,1,0,0
datacenter,1290138899443500,Technically Humor,5,5,5,0,0
datacenter,1289956128726191,Chris Dunlap,1,1,1,0,0
datacenter,1289917529041470,Ultimatemediagambia,1,1,1,0,0
datacenter,1288989471783383,MS NOW,2,2,2,0,0
datacenter,1276474011014312,Yourfavoriteguy - Guy Christensen,4,4,4,0,0
datacenter,1277538896996382,Mohit Rathod,1,1,1,0,0
datacenter,1288621566137035,Empires Stories,1,1,1,0,0
datacenter,1288040265533415,Crockett Carothers,2,2,2,0,0
datacenter,1287654360032474,Sika India Pvt Ltd,1,1,1,0,0
datacenter,1277057417436737,Explore Science,1,1,1,0,0
datacenter,1287398136380501,Adv Prashant Mali,1,1,1,0,0
datacenter,1287364871928943,Benzinga,9,9,9,0,0
datacenter,1302663578270241,Caleb Arthur,1,1,1,0,0
datacenter,1303047331299028,the DaDaist,1,1,1,0,0
datacenter,1303728411493697,Matt Little,1,1,1,0,0
datacenter,1304181996968621,QStocks,2,2,2,0,0
datacenter,1316093096623176,Zachary Foust,1,1,1,0,0
datacenter,1315939312604572,Constructionplacements,6,6,6,0,0
datacenter,1315817599058547,NEWS9,1,1,1,0,0
datacenter,1255316363086463,Justin Krompier,1,1,1,0,0
datacenter,1256415442541941,Omar Rivero,1,1,1,0,0
datacenter,1258243321833284,ZTE Device,1,1,1,0,0
datacenter,1258460855868012,Kio Amachree,1,1,1,0,0
datacenter,1315024190087320,Victoria Smith,1,1,1,0,0
datacenter,1314794630046263,Scroll Pakistan,1,1,1,0,0
datacenter,1314792536776937,Marimer Cruz-Nieves,1,1,1,0,0
datacenter,1314762766252471,Bosz Ven Gaming,1,1,1,0,0
datacenter,1314731020115076,Bsnl Users,1,1,1,0,0
datacenter,1258963168444371,Recluta Latinoamérica,2,2,2,0,0
datacenter,1314589077116537,De'Ron Giovanni,1,1,1,0,0
datacenter,1259277549166449,Adrian Bradshaw Anderson,2,2,2,0,0
datacenter,1317963513137280,Janice Dalere Cayetano,1,1,1,0,0
datacenter,1255144982591053,Liza Presbitero,1,1,1,0,0
datacenter,1318243342540947,Austin Ayers,6,6,6,0,0
datacenter,1253708495852269,Cheryl Barkley Watchwoman,1,1,1,0,0
datacenter,1253610679947468,Projects Today,2,2,2,0,0
datacenter,1324152623133876,ChartBoom,3,3,3,0,0
datacenter,1323457759165277,Cler Patriotusa,1,1,1,0,0
datacenter,1323434996178174,Stephenie Winheim,1,1,1,0,0
datacenter,1323134592539841,Md Jihad Hassan,1,1,1,0,0
datacenter,1323036343094974,𝐉𝐮𝐬𝐭 𝐃𝐫𝐨𝐩𝐩𝐞𝐝,1,1,1,0,0
datacenter,1322264825510229,Maga animation studio,1,1,1,0,0
datacenter,1319015459599667,Kyle Smith,1,1,1,0,0
datacenter,1321580429343594,Press X Repeat,1,1,1,0,0
datacenter,1253796859307638,aamra companies,3,3,3,0,0
datacenter,1254307866657346,Everything About Canada,1,1,1,0,0
datacenter,1254395436477456,Fattani Computers - Techno City Mall,1,1,1,0,0
datacenter,1254734109898516,Austin Tucker,1,1,1,0,0
datacenter,1320362238653605,Oracle Academy,3,3,3,0,0
datacenter,1314212917451941,Derek Frees,2,2,2,0,0
datacenter,1313896273723371,Olmectic El,1,1,1,0,0
datacenter,1313856647147840,Edgar Aguero,1,1,1,0,0
datacenter,1307122927312596,Huawei IT Products & Solutions,5,5,5,0,0
datacenter,1261038528631284,Dr. Mukul Agrawal,2,2,2,0,0
datacenter,1308194574085837,Mike Carter,1,1,1,0,0
datacenter,1261041292463090,Trevor Leeper,1,1,1,0,0
datacenter,1307508766606910,"Calvert County Government, Calvert County, Maryland",1,1,1,0,0
datacenter,1307465400234555,Under Studio,1,1,1,0,0
datacenter,1261070621654385,Tech Home,2,2,2,0,0
datacenter,1261521349273265,Casey Lynn,1,1,1,0,0
datacenter,1310252849594154,Norwegian Embassy in Dublin,1,1,1,0,0
datacenter,1262649661088214,Africa Global News,1,1,1,0,0
datacenter,1263603198339077,The Art Of Dialogue,2,2,2,0,0
datacenter,1306734334725258,Beyond Our Planet,1,1,1,0,0
datacenter,1264475158160999,Bom Pedreiro,1,1,1,0,0
datacenter,1264610378795179,Bithash,13,13,13,0,0
datacenter,1304746617804428,Nicholas Roark,1,1,1,0,0
datacenter,1260900472890378,Yogesh Hotwani,1,1,1,0,0
datacenter,1310551353948637,Genaition,1,1,1,0,0
datacenter,1313197400752935,Truth Over Illusion,1,1,1,0,0
datacenter,1312341443687813,Danielle Duncan,1,1,1,0,0
datacenter,1313004226018121,Microsoft,2,2,2,0,0
datacenter,1312883783713178,Clickfluence ,1,1,1,0,0
datacenter,1312642383508293,Department of Information Technology,1,1,1,0,0
datacenter,1312421784183377,NetOne Zambia,11,11,11,0,0
datacenter,1259517895996736,Rebecca Amidon for State Senate,1,1,1,0,0
datacenter,1259637158523806,broadbandbuyer,1,1,1,0,0
datacenter,1312068886985610,EcoWorld Industrial Platform,1,1,1,0,0
datacenter,1260831472435646,Melody Knapp,1,1,1,0,0
datacenter,1259781555810684,Daniel Reed,1,1,1,0,0
datacenter,1311895737104140,Averee Stabenow,1,1,1,0,0
datacenter,1311149030738347,Mike Anderson,1,1,1,0,0
datacenter,1310666879811768,WGXA.tv,2,2,2,0,0
datacenter,1259781995081803,Coral Oil,1,1,1,0,0
datacenter,1310622399648343,Spectrum News 13,1,1,1,0,0
datacenter,1360391845450813,Vantagepoint ai,1,1,1,0,0
datacenter,1360785308779804,Paul Johnson,1,1,1,0,0
datacenter,1228721416026304,JMR,1,1,1,0,0
datacenter,1205208310647502,Warren County Record,1,1,1,0,0
datacenter,1399933355570788,MEP Engineers Club,4,4,4,0,0
datacenter,1399790950896809,Tech One Philippines,1,1,1,0,0
datacenter,1399462545659789,Tunnels,1,1,1,0,0
datacenter,1203684667774803,Rob Sharkey - The Shark Farmer,1,1,1,0,0
datacenter,1398952568092154,Learn Everyday,1,1,1,0,0
datacenter,1204205410937376,Fresco Lee,3,3,3,0,0
datacenter,1204257441838067,Jon Tuck Outdoors,4,4,4,0,0
datacenter,1398770201826492,Services Ally Recruitment & Placement,1,1,1,0,0
datacenter,1398576464701830,Adam Stone,2,2,2,0,0
datacenter,1204595090777231,RadioWest,6,6,6,0,0
datacenter,1398520847674974,Conservative Daily,1,1,1,0,0
datacenter,1204836787256683,Austin Business Journal,1,1,1,0,0
datacenter,1398417917463236,Information Technology Industry Development Agency (ITIDA),1,1,1,0,0
datacenter,1204915868319708,Nexon,1,1,1,0,0
datacenter,1205167851091458,Viti Technology Solutions Ltd,1,1,1,0,0
datacenter,1400373468253384,Stock Swing Alerts,1,1,1,0,0
datacenter,1401332943829531,Theafricandream.net,1,1,1,0,0
datacenter,1203569930815983,SAKAL Computer,1,1,1,0,0
datacenter,1403272554521006,Carolyn Barber,1,1,1,0,0
datacenter,1407479079859384,Guidance Tamil Nadu,1,1,1,0,0
datacenter,1406420880998427,Cool.kidzz13,5,5,5,0,0
datacenter,1405509767293280,Matt Breitbach,1,1,1,0,0
datacenter,1404648820629805,Tech Vision yt,1,1,1,0,0
datacenter,1403580883968028,Kananisa Kuma S.,1,1,1,0,0
datacenter,1202864464658026,Smriti Singh,1,1,1,0,0
datacenter,1403233154673467,Atomesus,1,1,1,0,0
datacenter,1203548404332697,Cape May County Herald Newspapers,1,1,1,0,0
datacenter,1403181766996643,Tamboura Tamson,3,3,3,0,0
datacenter,1402990691253540,Nexora,1,1,1,0,0
datacenter,1402944120575154,Politics Insider,1,1,1,0,0
datacenter,1402590645140797,"East Coast Water Quality, Inc",1,1,1,0,0
datacenter,1402314007157186,Webuild,1,1,1,0,0
datacenter,1402252854674395,Michåel Chéng,1,1,1,0,0
datacenter,1398342171561834,PakCover,1,1,1,0,0
datacenter,1397982884604543,Rich Semere,3,3,3,0,0
datacenter,1360787212281146,Archivist AI,1,1,1,0,0
datacenter,1397966274357110,PNGJOBSEEK,1,1,1,0,0
datacenter,1392476825550152,Low Voltage Nation,5,5,5,0,0
datacenter,1392273286291073,Zel Scroll Sagrado,1,1,1,0,0
datacenter,1392114315794298,Tara Bergschneider,1,1,1,0,0
datacenter,1391760018507221,Appalachian Prepper,29,29,29,0,0
datacenter,1391691199491275,Localboostapp LLC,1,1,1,0,0
datacenter,1207689821169901,Nathan Seaton,1,1,1,0,0
datacenter,1390424325688066,IEEE Communications Society,1,1,1,0,0
datacenter,1390376609205345,What The Fish Bro,1,1,1,0,0
datacenter,1207804160227908,NewsFlip,2,2,2,0,0
datacenter,1208484541497003,Dizaart Systems Pvt Ltd,1,1,1,0,0
datacenter,1390033829629015,StriveTech US,1,1,1,0,0
datacenter,1208494377852186,Jared Dean,1,1,1,0,0
datacenter,1209109286818484,ALPAeroflex,3,3,3,0,0
datacenter,1210095430368130,Exito Media Concepts Pvt Ltd,2,2,2,0,0
datacenter,1210389516882387,LG HVAC Solutions India,1,1,1,0,0
datacenter,1207309943992601,Channel 1 Methed Up News,1,1,1,0,0
datacenter,1206546077996026,Jill Hall Bowman,2,2,2,0,0
datacenter,1206537521130308,GenNxt,2,2,2,0,0
datacenter,1206473583872866,Bubba Wiggles,1,1,1,0,0
datacenter,1397953224457458,We Support Nationalism,1,1,1,0,0
datacenter,1397953114461773,Irish Star US,1,1,1,0,0
datacenter,1206461458014320,Pooja Wadhwa,1,1,1,0,0
datacenter,1397436534218443,News Guru,1,1,1,0,0
datacenter,1397199925097228,Bernard Lim,1,1,1,0,0
datacenter,1396643428289374,John Guru,1,1,1,0,0
datacenter,1396211451286208,Pan IIT Alumni India,2,2,2,0,0
datacenter,1393341402492956,Cassandra Meed,2,2,2,0,0
datacenter,1395935401503240,Pinas Current Affairs,2,2,2,0,0
datacenter,1395688037773011,The Lewis Brothers,3,3,3,0,0
datacenter,1395680768233066,Joel David Lauver,1,1,1,0,0
datacenter,1395000978576322,Shane Repasky,1,1,1,0,0
datacenter,1394551129072455,Chad Fluegel,1,1,1,0,0
datacenter,1393484605024316,eleobo,1,1,1,0,0
datacenter,1407724667018216,Richland Parish Data Center,1,1,1,0,0
datacenter,1408233580171644,TestFit,8,8,8,0,0
datacenter,1409712341058386,Xeero AI,2,2,2,0,0
datacenter,1410287291200117,Albertho Mercédat,1,1,1,0,0
datacenter,1423559094841190,Shawn Ryan Show,2,2,2,0,0
datacenter,1423213048750225,WebHostNepal,5,5,5,0,0
datacenter,1198058182079731,Foundry-Planet,1,1,1,0,0
datacenter,1421939375103446,nixCraft,3,3,3,0,0
datacenter,1421897848840719,Bob West,1,1,1,0,0
datacenter,1198098568231985,Star Today,1,1,1,0,0
datacenter,1198292338438168,Certified Driver,1,1,1,0,0
datacenter,1198650181858696,"LAPCO Manufacturing, Inc.",1,1,1,0,0
datacenter,1421512488431132,Beyond Borders Gazette,1,1,1,0,0
datacenter,1199282565064195,Travis & Lana On Location,1,1,1,0,0
datacenter,1421469125165346,"Jagannath Community College - JCC, Sector 3, Rohini",1,1,1,0,0
datacenter,1420125365555664,Insights Success,3,3,3,0,0
datacenter,1419788099125757,Pil Fontain,1,1,1,0,0
datacenter,1419739638710854,Sustainable Jungle,1,1,1,0,0
datacenter,1419717895309376,MMORPG.com,1,1,1,0,0
datacenter,1423656435215483,World Oil,7,7,7,0,0
datacenter,1197502831544920,Green Energy Stocks,5,5,5,0,0
datacenter,1424192349525793,Lukman Ibrahim,1,1,1,0,0
datacenter,1196482561733642,Ethioworks.com ክፍት የሥራ ቦታ በኢትዮጵያ,1,1,1,0,0
datacenter,1427905461601084,Joe Alx Felz,2,2,2,0,0
datacenter,1427574208197961,Micron Malaysia,4,4,4,0,0
datacenter,1427517984716121,Parker Hannifin,2,2,2,0,0
datacenter,1196362571827188,Ryan Grissinger,3,3,3,0,0
datacenter,1426589744727176,Red Hat,1,1,1,0,0
datacenter,1426420842426090,Behzad Hussain,1,1,1,0,0
datacenter,1196514372559177,accesso Technology Group plc,1,1,1,0,0
datacenter,1197030908285967,Daryl Wayne Horner,1,1,1,0,0
datacenter,1280000420455252,Softsasi,2,2,2,0,0
datacenter,1426227254937368,TechEBlog,2,2,2,0,0
datacenter,1426063375760474,MIXVOIP,2,2,2,0,0
datacenter,1425491351679247,Change.org,6,6,6,0,0
datacenter,1425323151662148,Arab Times Kuwait,1,1,1,0,0
datacenter,1424695358113478,PangaeaX,3,3,3,0,0
datacenter,1419241333047646,Justin Michal,1,1,1,0,0
datacenter,1199874984436580,Haley Hamilton,1,1,1,0,0
datacenter,1419152865644142,Richard只談基本面-Richard's Research Blog,3,3,3,0,0
datacenter,1412270846038817,Wedonthavetime.org,5,5,5,0,0
datacenter,1200535631316161,Wewe Job Sharing ,3,3,3,0,0
datacenter,1413065906442398,Galen Mccloud,1,1,1,0,0
datacenter,1412903969360461,The Smithville Files,3,3,3,0,0
datacenter,1201163381886181,The Cornerstone Republic,1,1,1,0,0
datacenter,1412783692937812,TBS Motion,1,1,1,0,0
datacenter,1201588938218893,Nik Colten,11,11,11,0,0
datacenter,1412116126367376,Rep. Emily Kinkead,1,1,1,0,0
datacenter,1414407506472747,Ross Valentine,4,4,4,0,0
datacenter,1202085514485525,Dahua Technology India,1,1,1,0,0
datacenter,1411260450261047,SEL Technology—Schweitzer Engineering Laboratories,2,2,2,0,0
datacenter,1411101279982873,Gail Bertrand,1,1,1,0,0
datacenter,1410956086194062,Huawei Enterprise,1,1,1,0,0
datacenter,1202860587793946,Herts Electric Egypt,1,1,1,0,0
datacenter,1410932779844435,Bitget,1,1,1,0,0
datacenter,1414285670015949,Ryan Peterson,1,1,1,0,0
datacenter,1414942313965618,IOC Services,2,2,2,0,0
datacenter,1419125939369075,Netcom Technologies Private Limited,64,64,64,0,0
datacenter,1200302580931692,Women world magazine,3,3,3,0,0
datacenter,1418696882332394,CryptoPotato,1,1,1,0,0
datacenter,1418369082213975,YSRCP Youth wing,1,1,1,0,0
datacenter,1417612440180841,Chris Cardenas,3,3,3,0,0
datacenter,1417538485505176,TraderPower,2,2,2,0,0
datacenter,1417511709170529,Pro Planet People,1,1,1,0,0
datacenter,1416671039418605,Borislava Tatchev,4,4,4,0,0
datacenter,1416614260367399,Edunation Network INDIA & Communication,1,1,1,0,0
datacenter,1415055376686721,"The Mance Law Firm, LLC",2,2,2,0,0
datacenter,1416271679456911,Facts They Don’t Teach You,1,1,1,0,0
datacenter,1416167982326585,NVIDIA India,4,4,4,0,0
datacenter,1416040672616413,VICE Life,1,1,1,0,0
datacenter,1415614666051554,Marine Insight,1,1,1,0,0
datacenter,1415412952650940,Crypto Breaking News,4,4,4,0,0
datacenter,1415061307133808,Job Vacancy page ለሥራ ፈላጊዎች ገፅ,1,1,1,0,0
datacenter,1210405666811834,Panduit,16,16,16,0,0
datacenter,1389667489407336,Space Scope ,1,1,1,0,0
datacenter,1389606142881973,Satya Vamshi Anigalla,1,1,1,0,0
datacenter,1217702732523691,County of San Luis Obispo Government,1,1,1,0,0
datacenter,1372527987603729,Cameron Wilmot,4,4,4,0,0
datacenter,1371709496747216,Mint,2,2,2,0,0
datacenter,1221666556672120,Yaya Esu,1,1,1,0,0
datacenter,1370545467612627,Channel 5 Ratchet News ,1,1,1,0,0
datacenter,1369834831341860,Mavili Elektronik Global,1,1,1,0,0
datacenter,1369506090919281,Accu Web Hosting,5,5,5,0,0
datacenter,1367469438148916,Khedcity,11,11,11,0,0
datacenter,1222315075964615,MilesWeb,2,2,2,0,0
datacenter,1222393565591516,Javelin Trackdays,1,1,1,0,0
datacenter,1222767372268585,Sanchit Vir Gogia,2,2,2,0,0
datacenter,1223447735327013,PINSOL,1,1,1,0,0
datacenter,1367384298158150,Stephanie Chinaecherem Stephanie,1,1,1,0,0
datacenter,1366877870617174,Daily Chronicle - Shaw Local,3,3,3,0,0
datacenter,1366483784877297,Titan Computers,2,2,2,0,0
datacenter,1366429345503173,Website Design Company in Dubai,1,1,1,0,0
datacenter,1220851655589672,Solis Southeast Asia,1,1,1,0,0
datacenter,1373055740695236,Fahad Hussain,1,1,1,0,0
datacenter,1373192350917842,Istiaque Ahmed Bhuiyan,1,1,1,0,0
datacenter,1219530316774251,Software Solutions BD,4,4,4,0,0
datacenter,1375452007589728,Markets4you Philippines,4,4,4,0,0
datacenter,1375437483770402,Paulette Yvette Clark,5,5,5,0,0
datacenter,1218998702482746,StartupCity India,6,6,6,0,0
datacenter,1375389007267398,Down Inna Desert,1,1,1,0,0
datacenter,1219254363386396,Highland Oak Farm,1,1,1,0,0
datacenter,1375336394122577,Occupational Safety And Health - National And International Standards,1,1,1,0,0
datacenter,1374573114101487,Redhat Linux,1,1,1,0,0
datacenter,1373903704478763,Teslahubs community,1,1,1,0,0
datacenter,1595855512266116,Sun Networking Academy,2,2,2,0,0
datacenter,1374064350016882,SaveDelete.com,3,3,3,0,0
datacenter,1374030134373648,Dan4Frederick,32,32,32,0,0
datacenter,1219903673515373,Rob Stone,1,1,1,0,0
datacenter,1220543295769475,Embassy of Switzerland in Qatar,1,1,1,0,0
datacenter,1220562532889291,The Auspol Bulletin,1,1,1,0,0
datacenter,1366333848328916,Hourly Times,1,1,1,0,0
datacenter,1366326408386312,Champion India,1,1,1,0,0
datacenter,1223907132860387,Neil Collins,1,1,1,0,0
